customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,date,activity,Churn
6923-AQONU,Male,0,Yes,Yes,23.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.9,454,2022-02-01 00:00:00,inactive,No
2172-EJXVF,Female,1,No,No,71.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.9,7521.95,2022-02-01 00:00:00,active,No
0897-FEGMU,Female,0,Yes,No,11.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,1056.95,2022-02-01 00:00:00,inactive,Yes
7663-RGWBC,Male,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,44.15,2022-02-01 00:00:00,inactive,Yes
1120-BMWUB,Female,0,No,No,,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.9,834.15,2022-02-01 00:00:00,inactive,Yes
9124-LHCJQ,Female,0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.45,85.45,2022-04-07 06:49:47,inactive,Yes
4536-PLEQY,Male,0,Yes,No,12.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.05,999.8,2022-04-14 12:18:35,active,No
7029-IJEJK,Female,0,No,No,54.0,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),44.1,2369.7,2022-02-01 00:00:00,active,No
8871-JLMHM,Female,0,Yes,No,68.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),90.2,6297.65,2022-02-01 00:00:00,active,No
2235-ZGKPT,Female,0,Yes,Yes,4.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.85,239.55,2022-02-01 00:00:00,inactive,Yes
3891-PUQOD,Female,0,No,Yes,1.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.2,59.2,2022-02-01 00:00:00,inactive,Yes
5447-VYTKW,Male,0,No,No,27.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.45,1461.45,2022-02-01 00:00:00,inactive,No
3623-FQBOX,Male,0,No,No,21.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,416.4,2022-02-01 00:00:00,active,No
0689-NKYLF,Male,0,No,No,13.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.2,1060.6,2022-04-28 05:19:23,inactive,Yes
8659-HDIYE,Female,1,No,No,64.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),74.65,4869.35,2022-02-01 00:00:00,active,No
3658-KIBGF,Female,0,No,No,1.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.9,54.9,2022-02-01 00:00:00,inactive,Yes
3474-BAFSJ,Male,0,Yes,No,57.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.5,3265.95,2022-02-01 00:00:00,inactive,No
5519-YLDGW,Female,0,Yes,No,,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.9,2254.2,2022-02-01 00:00:00,inactive,Yes
3865-ZFZIB,Male,0,No,No,19.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,358.15,2022-02-01 00:00:00,active,No
1855-AGAWH,Male,0,Yes,No,,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2939.8,2022-02-01 00:00:00,inactive,No
7109-CQYUZ,Male,0,No,No,52.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.25,4652.4,2022-02-01 00:00:00,active,No
1370-GGAWX,Female,0,No,No,46.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.15,4408.45,2022-04-03 22:21:50,active,No
4680-KUTAJ,Female,1,No,No,11.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.6,580.8,2022-02-01 00:00:00,inactive,No
5307-UVGNB,Female,0,Yes,Yes,,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2,2022-02-01 00:00:00,active,No
4946-EDSEW,Female,0,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,2022-02-01 00:00:00,inactive,Yes
2883-ILGWO,Male,1,No,No,57.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.9,5913.95,2022-02-01 00:00:00,active,No
2516-VQRRV,Female,1,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.45,158.4,2022-02-01 00:00:00,inactive,Yes
7580-UGXNC,Female,1,No,No,,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.85,104.2,2022-02-01 00:00:00,inactive,Yes
3642-BYHDO,Female,0,Yes,Yes,71.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1389.35,2022-02-01 00:00:00,active,No
9629-NHXFW,Female,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,2022-02-01 00:00:00,active,No
2696-RZVZW,Male,0,Yes,No,68.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1629.2,2022-02-01 00:00:00,inactive,No
5766-FTRTS,Male,0,Yes,No,,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,6033.1,2022-02-01 00:00:00,active,No
0396-HUJBP,Female,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,44.4,2022-02-01 00:00:00,active,No
5178-LMXOP,Male,1,Yes,No,,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,2022-02-01 00:00:00,inactive,Yes
8879-ZKJOF,Female,0,No,No,41.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.85,3320.75,2022-02-01 00:00:00,active,No
6285-FTQBF,Male,0,Yes,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1867.7,2022-02-01 00:00:00,inactive,No
8185-UPYBR,Male,0,Yes,No,6.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,438,2022-02-01 00:00:00,inactive,Yes
4585-HETAI,Female,0,Yes,Yes,4.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.75,325.45,2022-02-01 00:00:00,inactive,Yes
7526-BEZQB,Male,0,No,No,12.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1148.1,2022-02-01 00:00:00,inactive,Yes
1474-JUWSM,Female,0,Yes,No,58.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.4,3972.25,2022-02-01 00:00:00,active,No
3530-CRZSB,Female,0,No,No,7.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,155.9,2022-02-01 00:00:00,active,No
8498-XXGWA,Female,0,Yes,No,65.0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.15,3673.15,2022-02-01 00:00:00,active,No
9617-INGJY,Male,0,No,No,,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,2022-02-01 00:00:00,inactive,No
0621-TSSMU,Male,0,Yes,No,56.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.95,1126.75,2022-02-01 00:00:00,active,No
7234-KMNRQ,Male,0,No,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,73.45,2022-02-01 00:00:00,active,No
7636-PEPNS,Female,0,Yes,Yes,58.0,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,2413.05,2022-02-01 00:00:00,active,No
4683-WYDOU,Male,0,Yes,No,62.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,6912.7,2022-02-01 00:00:00,inactive,No
9052-DHNKM,Male,0,No,No,26.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95,2022-02-01 00:00:00,active,No
6794-HKIAJ,Male,0,No,No,62.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.7,5586.45,2022-02-01 00:00:00,active,No
5578-NKCXI,Female,0,Yes,Yes,58.0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.25,5846.65,2022-02-01 00:00:00,active,No
1642-HMARX,Female,0,Yes,No,68.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.7,6424.7,2022-02-01 00:00:00,active,No
3096-WPXBT,Female,0,Yes,Yes,61.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,2022-02-01 00:00:00,active,No
8434-PNQZX,Female,0,No,No,,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.45,3373.4,2022-02-01 00:00:00,active,No
5950-AAAGJ,Male,0,No,No,18.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,2022-02-01 00:00:00,inactive,No
4299-OPXEJ,Female,0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,2022-02-01 00:00:00,active,No
4951-UKAAQ,Female,0,No,No,4.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,2022-02-01 00:00:00,inactive,Yes
9618-LFJRU,Female,0,No,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,82.85,2022-02-01 00:00:00,active,No
6693-DJWTY,Female,0,No,Yes,35.0,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,2016.45,2022-02-01 00:00:00,active,No
0744-GKNGE,Female,0,Yes,Yes,64.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25,2022-02-01 00:00:00,active,No
6447-EGDIV,Female,0,No,No,31.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.95,683.25,2022-02-01 00:00:00,active,No
1167-OYZJF,Female,1,Yes,No,67.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,1263.05,2022-02-01 00:00:00,inactive,No
2108-YKQTY,Female,0,No,No,4.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.7,151.3,2022-02-01 00:00:00,inactive,Yes
4806-DXQCE,Female,1,Yes,No,,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.65,7714.65,2022-02-01 00:00:00,inactive,No
4918-QLLIW,Male,0,No,No,,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.4,188.7,2022-02-01 00:00:00,inactive,Yes
7056-IMHCC,Male,1,Yes,No,53.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,5549.4,2022-02-01 00:00:00,inactive,Yes
4854-SSLTN,Male,0,Yes,Yes,2.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,59.5,130.5,2022-02-01 00:00:00,active,No
5294-DMSFH,Female,0,Yes,Yes,29.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,2022-02-01 00:00:00,active,No
4837-PZTIC,Female,0,No,No,47.0,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,41.9,1875.25,2022-04-19 05:02:43,inactive,No
1625-JAIIY,Female,0,Yes,Yes,68.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83.0,5685.8,2022-04-01 21:08:43,inactive,Yes
0603-OLQDC,Male,0,No,Yes,12.0,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,837.5,2022-02-01 00:00:00,active,No
3272-VUHPV,Female,0,Yes,Yes,8.0,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.3,401.5,2022-02-01 00:00:00,active,No
4176-FXYBO,Male,0,Yes,No,54.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.55,6118.95,2022-02-01 00:00:00,inactive,No
1063-DHQJF,Male,0,Yes,Yes,69.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9,2022-02-01 00:00:00,active,No
8663-UPDGF,Female,0,No,No,26.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.5,1800.05,2022-02-01 00:00:00,active,No
6719-FGEDO,Female,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.0,7104.2,2022-02-01 00:00:00,active,No
1837-YQUCE,Female,0,No,No,70.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.35,4214.25,2022-02-01 00:00:00,inactive,No
2947-DOMLJ,Male,0,No,Yes,1.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.6,50.6,2022-02-01 00:00:00,inactive,Yes
4112-LUEIZ,Male,0,No,No,10.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,863.1,2022-02-01 00:00:00,inactive,Yes
0369-ZGOVK,Female,0,Yes,Yes,28.0,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.4,1992.2,2022-02-01 00:00:00,active,No
4510-HIMLV,Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,2022-02-01 00:00:00,inactive,Yes
9919-KNPOO,Female,0,Yes,No,21.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,1948.35,2022-02-01 00:00:00,active,No
8749-JMNKX,Male,1,Yes,No,51.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.8,4750.95,2022-02-01 00:00:00,inactive,Yes
7872-BAAZR,Female,0,Yes,Yes,53.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,1007.9,2022-02-01 00:00:00,active,No
9391-LMANN,Male,0,No,Yes,53.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.95,5036.9,2022-02-01 00:00:00,inactive,No
2430-USGXP,Male,0,Yes,No,,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,2391.8,2022-02-01 00:00:00,inactive,Yes
8174-TBVCF,Female,0,Yes,No,70.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.8,6859.05,2022-02-01 00:00:00,active,No
1698-XFZCI,Male,0,No,No,61.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6521.9,2022-02-01 00:00:00,active,No
1877-HKBQX,Female,0,No,No,11.0,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,54.6,617.85,2022-04-26 21:14:23,active,No
4450-DLLMH,Male,0,No,No,,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.3,157.75,2022-02-01 00:00:00,inactive,No
0428-AXXLJ,Male,0,No,No,25.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.5,516.3,2022-02-01 00:00:00,active,No
2746-DIJLO,Female,0,No,No,41.0,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,2364,2022-02-01 00:00:00,active,No
5955-ERIHD,Male,0,Yes,No,18.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,1687.95,2022-04-20 09:36:16,inactive,Yes
0917-EZOLA,Male,1,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.15,7689.95,2022-02-01 00:00:00,inactive,Yes
3508-VLHCZ,Female,0,Yes,Yes,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.55,6239.05,2022-02-01 00:00:00,active,No
4086-ATNFV,Female,0,Yes,Yes,34.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.8,2042.05,2022-02-01 00:00:00,active,No
0468-YRPXN,Male,0,No,No,29.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,2022-02-01 00:00:00,inactive,No
5996-NRVXR,Male,1,Yes,No,40.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),98.15,4116.8,2022-02-01 00:00:00,active,No
3739-YBWAB,Male,0,Yes,No,36.0,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.35,1317.95,2022-02-01 00:00:00,inactive,No
7047-FWEYA,Female,0,Yes,No,,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,103.15,4594.65,2022-04-13 21:48:23,inactive,No
2000-MPKCA,Female,0,No,No,58.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6332.75,2022-02-01 00:00:00,active,No
9762-YAQAA,Male,0,No,No,39.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),81.4,3213.75,2022-02-01 00:00:00,active,No
5949-EBSQK,Male,0,Yes,Yes,4.0,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,229.55,2022-02-01 00:00:00,inactive,Yes
5473-KHBPS,Female,0,Yes,Yes,52.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,2022-02-01 00:00:00,active,No
0100-DUVFC,Male,1,Yes,No,70.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.8,7308.95,2022-02-01 00:00:00,active,No
5397-TUPSH,Male,1,Yes,No,,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.95,4555.2,2022-02-01 00:00:00,active,No
8950-MTZNV,Male,0,No,No,,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.95,44.95,2022-02-01 00:00:00,active,No
0326-VDYXE,Female,0,Yes,No,70.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.65,6982.5,2022-02-01 00:00:00,active,No
6773-LQTVT,Female,1,Yes,Yes,29.0,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.65,1025.15,2022-02-01 00:00:00,inactive,No
7274-RTAPZ,Male,0,No,No,,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.55,90.55,2022-02-01 00:00:00,inactive,Yes
0436-TWFFZ,Female,0,No,No,67.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,85.25,5714.2,2022-02-01 00:00:00,active,No
8566-YPRGL,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,19.5,2022-02-01 00:00:00,active,No
0311-UNPFF,Female,0,No,No,26.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,2022-02-01 00:00:00,inactive,Yes
6609-MXJHJ,Female,0,Yes,Yes,30.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.1,789.55,2022-04-05 15:24:42,active,No
2669-OIDSD,Female,0,Yes,No,48.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,4834,2022-02-01 00:00:00,active,No
8400-WZICQ,Female,0,Yes,Yes,,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.7,3131.8,2022-02-01 00:00:00,active,No
3834-XUIFC,Male,0,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.2,602.55,2022-02-01 00:00:00,inactive,Yes
9576-SYUHJ,Male,0,No,No,37.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,3369.25,2022-04-10 05:19:12,active,No
0410-IPFTY,Female,0,Yes,No,31.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,2022-02-01 00:00:00,active,No
2831-EBWRN,Male,0,No,No,4.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.9,199.75,2022-02-01 00:00:00,active,No
9430-NKQLY,Male,0,Yes,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1790.8,2022-02-01 00:00:00,active,No
8414-MYSHR,Male,1,No,No,5.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.4,449.75,2022-04-09 06:26:42,inactive,Yes
0247-SLUJI,Male,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,2022-02-01 00:00:00,active,No
9402-ORRAH,Female,1,No,No,15.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.5,1400.3,2022-02-01 00:00:00,active,No
6483-OATDN,Male,0,Yes,Yes,8.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.3,411.6,2022-02-01 00:00:00,active,No
1293-HHSHJ,Female,0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.1,741,2022-02-01 00:00:00,active,No
4840-ORQXB,Female,1,No,No,56.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.75,5841.35,2022-02-01 00:00:00,active,No
7599-FKVXZ,Male,0,Yes,No,42.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.15,4512.7,2022-02-01 00:00:00,inactive,Yes
3982-DQLUS,Male,1,Yes,Yes,65.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.75,5688.45,2022-02-01 00:00:00,active,No
8610-ZIKJJ,Female,0,Yes,Yes,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,31.9,2022-02-01 00:00:00,inactive,No
3756-VNWDH,Male,1,Yes,No,,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.75,6674.65,2022-02-01 00:00:00,active,No
7801-KICAO,Female,0,No,No,18.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.15,1345.75,2022-02-01 00:00:00,active,No
7673-LPRNY,Female,0,No,No,23.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.55,1843.05,2022-02-01 00:00:00,active,No
8229-TNIQA,Female,0,No,No,4.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,196.95,2022-02-01 00:00:00,inactive,Yes
6060-QBMGV,Male,0,Yes,No,70.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1433.8,2022-02-01 00:00:00,active,No
7339-POGZN,Female,0,No,No,4.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.7,214.55,2022-02-01 00:00:00,active,No
2828-SLQPF,Male,0,No,No,19.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,865.85,2022-02-01 00:00:00,inactive,No
4465-VDKIQ,Female,0,No,No,18.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,77.8,1358.6,2022-02-01 00:00:00,inactive,No
2921-XWDJH,Female,1,Yes,No,38.0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.45,3147.15,2022-02-01 00:00:00,active,No
6221-AVQYL,Male,0,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.25,131.05,2022-04-15 16:31:21,inactive,Yes
2558-BUOZZ,Male,0,No,No,47.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.8,4535.85,2022-02-01 00:00:00,active,No
9257-AZMTZ,Female,0,Yes,Yes,52.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1078.75,2022-02-01 00:00:00,inactive,No
